image_name,c1,c2,c3,c4,c5,c_total
5680623261.jpg,0,1,63,43,0,107
5681154520.jpg,0,3,54,46,1,104
5681342957.jpg,0,1,32,66,3,102
5681482199.jpg,0,11,65,31,0,107
5681785926.jpg,0,5,58,35,1,99
5681801478.jpg,1,34,66,8,0,109
5682574149.jpg,1,20,70,8,0,99
5682778748.jpg,2,37,58,5,0,102
5683735781.jpg,0,7,74,25,0,106
5683736894.jpg,6,83,20,3,0,112
5684082265.jpg,0,4,44,52,5,105
5684508410.jpg,0,0,14,89,8,111
5684894057.jpg,0,8,67,24,1,100
5684960466.jpg,22,61,20,1,0,104
5685134916.jpg,0,3,65,30,2,100
5685822958.jpg,0,0,15,77,12,104
5685877023.jpg,0,25,64,16,0,105
5687490427.jpg,0,46,63,3,0,112
5689072971.jpg,0,29,65,4,0,98
5690703973.jpg,2,41,58,4,0,105
5690945868.jpg,0,0,32,72,4,108
5690961665.jpg,0,0,23,72,5,100
5691962850.jpg,0,0,18,91,3,112
5692339429.jpg,0,0,37,64,4,105
5692807668.jpg,2,51,50,2,0,105
5692933688.jpg,0,2,31,65,6,104
5692969991.jpg,0,1,31,70,2,104
5693602630.jpg,0,37,54,8,1,100
5694228883.jpg,0,0,39,65,2,106
5695511111.jpg,0,1,56,52,0,109
5698690184.jpg,0,4,51,46,0,101
5699749992.jpg,0,5,48,52,0,105
5699762014.jpg,0,2,49,52,0,103
5700146083.jpg,0,3,33,55,9,100
5700224418.jpg,2,35,41,26,2,106
5700592133.jpg,0,0,34,69,2,105
5700803236.jpg,0,2,54,46,0,102
5701016184.jpg,3,34,58,15,0,110
5701314350.jpg,0,1,29,70,4,104
570171486.jpg,0,8,49,45,5,107
5702257196.jpg,1,26,88,11,0,126
5705716016.jpg,2,61,41,4,0,108
5706720351.jpg,5,84,19,2,0,110
5706891854.jpg,0,3,51,49,1,104
5707035849.jpg,0,5,64,45,1,115
5707149624.jpg,0,0,38,91,0,129
5707373155.jpg,0,24,66,20,0,110
5707521864.jpg,0,6,52,43,4,105
5708496664.jpg,0,7,69,35,0,111
5709659001.jpg,28,68,8,0,0,104
5711022887.jpg,0,3,68,35,0,106
5712901839.jpg,1,30,59,12,0,102
5713375255.jpg,6,58,33,3,0,100
5714331882.jpg,0,5,68,27,3,103
5715854575.jpg,1,31,72,6,0,110
5716274912.jpg,0,3,51,44,1,99
5717976598.jpg,4,55,48,3,0,110
5718858871.jpg,0,3,48,48,0,99
5719070301.jpg,5,54,49,1,0,109
5719459427.jpg,0,4,36,69,1,110
5719653094.jpg,43,59,6,0,0,108
5720139957.jpg,0,17,66,19,0,102
5720446079.jpg,1,40,74,5,0,120
5723599109.jpg,0,16,81,12,0,109
5724255636.jpg,2,37,65,4,0,108
5724656586.jpg,0,5,51,52,3,111
5725492383.jpg,0,4,80,42,1,127
5726241150.jpg,0,0,22,77,6,105
5726507119.jpg,2,49,45,11,0,107
5727031782.jpg,0,5,49,51,0,105
5727760730.jpg,0,11,65,32,0,108
5727908818.jpg,0,14,80,11,0,105
5730689688.jpg,0,1,34,66,5,106
5731936449.jpg,0,6,53,46,3,108
5732196042.jpg,0,3,41,60,3,107
5732256845.jpg,2,64,34,1,0,101
5734064610.jpg,1,23,66,10,0,100
5734560437.jpg,1,16,70,23,2,112
5734758076.jpg,0,2,54,46,0,102
5737344773.jpg,0,0,54,54,2,110
5737901450.jpg,0,1,14,89,7,111
5739537678.jpg,0,28,69,9,0,106
5740000928.jpg,0,0,50,58,1,109
5740846112.jpg,0,18,68,17,1,104
5741757504.jpg,0,17,71,17,0,105
5741853020.jpg,0,0,15,84,9,108
5743028880.jpg,3,6,56,37,1,103
5745624995.jpg,1,10,79,15,0,105
5746249801.jpg,0,2,47,56,1,106
5746784745.jpg,1,39,82,3,0,125
5747013682.jpg,9,78,14,0,0,101
5748221179.jpg,0,6,73,24,0,103
5748620149.jpg,0,10,81,15,0,106
5748824865.jpg,1,47,57,2,0,107
5748929912.jpg,2,37,62,5,0,106
5748977191.jpg,0,11,72,28,0,111
57501165.jpg,1,26,59,18,2,106
5750644508.jpg,0,8,65,31,0,104
5751931658.jpg,1,27,62,12,0,102
5752124692.jpg,0,1,27,72,1,101
5752256334.jpg,0,12,76,16,0,104
5756343761.jpg,0,1,30,74,5,110
5756631011.jpg,0,7,76,23,0,106
5756854423.jpg,6,32,62,6,0,106
5759402144.jpg,0,0,23,74,0,97
5761420767.jpg,0,20,98,20,0,138
5761873238.jpg,2,40,58,6,0,106
5762320263.jpg,1,67,39,0,0,107
5763062464.jpg,0,1,38,66,2,107
5763573511.jpg,2,43,56,8,0,109
5764115414.jpg,0,1,40,62,5,108
5764514076.jpg,19,95,36,2,0,152
5765377670.jpg,0,0,42,64,3,109
5765859594.jpg,0,0,29,75,1,105
5766806996.jpg,21,80,10,0,0,111
5768167934.jpg,0,1,13,70,29,113
5770080490.jpg,0,2,59,47,1,109
5771711136.jpg,0,4,71,27,1,103
5771887382.jpg,9,92,8,0,0,109
5773170451.jpg,0,5,57,38,1,101
5773721595.jpg,0,14,70,18,0,102
5775598450.jpg,0,0,21,68,15,104
5777168643.jpg,0,0,54,57,0,111
5777912776.jpg,0,1,36,64,1,102
5780359774.jpg,0,0,46,54,3,103
5780360656.jpg,0,1,28,73,1,103
5782679543.jpg,0,9,67,27,1,104
5782924074.jpg,0,1,32,71,6,110
5782928744.jpg,0,7,64,36,1,108
5783124720.jpg,3,78,21,2,0,104
5784134624.jpg,2,48,53,6,0,109
5784673341.jpg,0,7,48,54,1,110
5785719824.jpg,10,74,19,0,0,103
5786083032.jpg,0,20,59,26,1,106
5786468844.jpg,0,5,35,57,6,103
5786557550.jpg,0,2,68,38,1,109
5788614098.jpg,0,11,68,27,0,106
5788815207.jpg,0,2,47,48,1,98
5789601551.jpg,1,21,69,18,0,109
5790219836.jpg,0,9,65,31,1,106
5791107273.jpg,0,23,57,21,0,101
5791949308.jpg,4,80,21,0,0,105
5793101915.jpg,0,2,29,72,10,113
5794649659.jpg,0,13,46,39,2,100
5794758875.jpg,1,17,62,17,1,98
5795183898.jpg,0,1,55,50,1,107
5796436033.jpg,0,8,56,42,1,107
5796747370.jpg,0,1,37,65,2,105
5796923587.jpg,0,2,51,41,1,95
5797735856.jpg,1,43,52,12,0,108
5798200461.jpg,0,0,41,59,5,105
5798775388.jpg,2,28,68,8,0,106
5799422140.jpg,1,33,67,4,0,105
5802112389.jpg,0,2,52,52,1,107
5802569891.jpg,0,18,71,17,0,106
5803562101.jpg,0,3,54,41,0,98
5803914327.jpg,0,46,60,4,0,110
5804026649.jpg,0,0,21,77,9,107
5804325450.jpg,0,14,56,35,1,106
5804399322.jpg,0,0,34,65,4,103
5805622077.jpg,0,11,59,32,0,102
5805954950.jpg,0,0,42,61,3,106
5807050277.jpg,0,16,68,17,0,101
5807238153.jpg,0,8,75,24,0,107
5807318968.jpg,0,21,77,10,0,108
5808715060.jpg,0,8,70,26,1,105
5809947698.jpg,62,39,5,0,0,106
5812785774.jpg,0,0,28,71,6,105
5812840397.jpg,0,0,45,65,2,112
5813122725.jpg,0,1,51,58,0,110
5813266787.jpg,1,43,54,7,0,105
5815446993.jpg,0,5,68,33,0,106
5817880168.jpg,0,3,52,45,3,103
5819286075.jpg,0,0,27,70,5,102
5820186062.jpg,0,14,76,16,0,106
5821113845.jpg,0,4,45,51,3,103
582148952.jpg,1,2,28,68,2,101
5821971629.jpg,1,34,57,6,0,98
5822039641.jpg,0,2,41,83,6,132
5822093825.jpg,0,1,14,76,16,107
5822768427.jpg,0,3,46,57,2,108
5824082232.jpg,2,43,85,9,1,140
5825243642.jpg,61,39,5,0,0,105
5825508500.jpg,34,61,8,2,0,105
5825939601.jpg,0,0,27,73,6,106
5827032065.jpg,0,46,85,1,0,132
5827460813.jpg,0,8,74,26,0,108
5828251146.jpg,0,15,59,21,1,96
5828254727.jpg,0,18,71,19,0,108
5829241861.jpg,0,17,74,7,0,98
5829966131.jpg,14,66,22,1,0,103
5830228003.jpg,1,3,62,36,0,102
5830956184.jpg,0,5,57,50,0,112
5831302222.jpg,1,46,58,7,0,112
5831366691.jpg,0,8,71,28,1,108
5832751066.jpg,0,0,29,77,2,108
5833229623.jpg,0,8,57,42,1,108
5834781945.jpg,2,1,46,57,1,107
5835525141.jpg,0,1,41,55,2,99
5836498446.jpg,0,3,53,54,1,111
5837969940.jpg,0,3,37,58,6,104
5838329706.jpg,0,8,65,28,1,102
5838518725.jpg,0,4,52,47,2,105
5838794545.jpg,1,6,66,26,2,101
5839623776.jpg,0,17,67,18,1,103
5839793009.jpg,0,4,78,43,1,126
5842574442.jpg,0,1,27,62,13,103
5842712003.jpg,0,1,41,65,2,109
5842931891.jpg,0,0,45,55,1,101
5844622887.jpg,0,4,49,57,0,110
5844813103.jpg,1,50,53,1,0,105
5844921100.jpg,0,3,41,55,6,105
58449294.jpg,1,28,66,14,0,109
5846011911.jpg,1,65,40,0,0,106
5846078806.jpg,0,1,14,82,7,104
5847384440.jpg,0,1,79,67,1,148
5847408057.jpg,0,0,24,78,3,105
5847946773.jpg,6,40,50,10,0,106
5848411050.jpg,0,1,25,65,13,104
5849166675.jpg,1,42,52,4,0,99
5849249346.jpg,0,1,21,76,7,105
5849271016.jpg,0,0,44,75,4,123
5849666747.jpg,0,3,37,62,3,105
5850096725.jpg,3,57,37,3,0,100
5853259008.jpg,0,4,43,59,1,107
5854130158.jpg,0,12,66,23,2,103
5856115357.jpg,1,17,77,11,0,106
5856265647.jpg,0,1,29,73,2,105
5858971250.jpg,0,4,50,47,6,107
5859309993.jpg,0,1,49,68,1,119
5863209284.jpg,0,1,63,47,1,112
5864167034.jpg,1,40,57,7,0,105
5864866052.jpg,1,19,69,12,0,101
5865132229.jpg,0,10,65,32,0,107
5866448510.jpg,0,0,55,55,2,112
5866763424.jpg,0,2,53,68,2,125
5867990992.jpg,3,52,46,5,1,107
5868900850.jpg,0,0,13,77,13,103
5869276624.jpg,0,13,67,19,0,99
5869585652.jpg,0,0,8,64,33,105
5869591890.jpg,0,1,45,62,1,109
5870845920.jpg,0,1,49,58,0,108
5870955720.jpg,0,0,29,67,6,102
5871068150.jpg,0,3,66,40,0,109
5871213191.jpg,0,2,26,78,8,114
5871593028.jpg,0,7,55,37,0,99
5871779223.jpg,2,33,83,10,0,128
5873610214.jpg,0,22,66,17,0,105
5875925963.jpg,0,13,93,13,0,119
5876051594.jpg,0,2,43,53,1,99
5876597412.jpg,0,13,77,21,0,111
5876691783.jpg,0,0,25,69,10,104
5876722447.jpg,0,5,65,26,0,96
5877192304.jpg,0,9,73,24,0,106
5877272501.jpg,0,0,19,83,4,106
5879690252.jpg,0,4,62,35,3,104
5879706162.jpg,0,0,42,60,4,106
5880149356.jpg,1,22,66,18,1,108
5880272825.jpg,0,2,39,73,2,116
5880662445.jpg,37,63,2,0,0,102
5881048001.jpg,0,5,63,44,0,112
5881856929.jpg,0,22,60,24,0,106
5884343005.jpg,0,0,34,63,7,104
5884382109.jpg,0,4,73,33,0,110
5884690824.jpg,0,3,57,44,0,104
5884745280.jpg,3,38,55,6,0,102
5884906716.jpg,0,2,32,74,1,109
5885686436.jpg,0,1,43,65,1,110
5886060405.jpg,0,1,45,53,2,101
5886086971.jpg,0,38,58,6,0,102
5886709832.jpg,1,3,37,63,2,106
5887130142.jpg,9,77,18,0,0,104
5887175840.jpg,10,57,37,1,0,105
5887936508.jpg,0,4,49,56,0,109
5888106239.jpg,0,1,40,65,0,106
5889219072.jpg,0,1,53,46,2,102
5890294263.jpg,0,6,64,35,1,106
5890423400.jpg,0,5,49,51,2,107
5890641011.jpg,0,7,64,37,0,108
5890838382.jpg,1,5,56,41,0,103
5891304676.jpg,1,20,81,13,0,115
5891409099.jpg,0,2,60,42,1,105
5891437045.jpg,0,4,72,28,1,105
5891588921.jpg,0,0,29,77,5,111
5892461244.jpg,0,0,29,73,10,112
5893291303.jpg,0,4,54,47,0,105
5893652818.jpg,37,60,9,0,0,106
5894107324.jpg,0,7,51,52,0,110
5894875244.jpg,0,0,32,66,1,99
5895424608.jpg,0,47,55,6,1,109
5895477446.jpg,0,0,24,73,6,103
5896106502.jpg,0,1,37,66,9,113
5897145842.jpg,8,87,13,0,0,108
5897660924.jpg,0,18,69,19,0,106
5898928772.jpg,0,16,74,14,0,104
5899300375.jpg,1,57,38,6,0,102
5899684696.jpg,1,42,53,4,0,100
5900853532.jpg,1,22,68,11,1,103
5901488995.jpg,3,61,62,2,0,128
5901783769.jpg,0,6,50,48,1,105
590233260.jpg,0,3,68,36,0,107
5902359095.jpg,0,3,51,52,4,110
5903525428.jpg,0,3,45,56,0,104
5903878980.jpg,0,6,47,43,3,99
5903930781.jpg,0,8,31,64,2,105
5904145977.jpg,0,1,28,69,2,100
5904148188.jpg,0,24,94,16,0,134
5904230612.jpg,0,3,42,56,6,107
5905146921.jpg,0,15,73,12,0,100
5905277829.jpg,1,9,85,20,0,115
5906203942.jpg,0,20,74,15,0,109
5906327236.jpg,0,1,51,60,0,112
5906517609.jpg,0,0,44,64,0,108
5906582267.jpg,0,1,44,60,2,107
5906624117.jpg,0,3,46,43,4,96
5906952351.jpg,0,0,22,74,11,107
5907004909.jpg,42,55,7,0,0,104
5908187685.jpg,0,36,97,7,0,140
5909804133.jpg,0,26,67,12,0,105
5909836930.jpg,0,57,50,2,0,109
5910545670.jpg,10,68,22,1,0,101
5910732650.jpg,17,66,14,1,0,98
5912070942.jpg,0,2,54,46,2,104
5912436872.jpg,0,5,54,43,1,103
5912451823.jpg,0,3,49,51,4,107
5912584970.jpg,0,0,46,59,0,105
5913086401.jpg,14,70,19,0,0,103
5913526574.jpg,0,0,31,73,2,106
5914023763.jpg,0,0,26,73,7,106
5914304035.jpg,0,8,69,25,0,102
5914413530.jpg,1,2,50,54,1,108
5914417617.jpg,0,0,51,61,1,113
5914426709.jpg,0,1,56,43,2,102
5914848066.jpg,0,2,26,77,6,111
5914999740.jpg,0,5,70,23,0,98
5915008700.jpg,1,19,68,15,0,103
5915252762.jpg,1,47,53,3,0,104
5916873718.jpg,1,30,59,16,0,106
5917296642.jpg,16,66,25,1,0,108
5919030075.jpg,1,38,60,6,0,105
5919706356.jpg,1,23,64,11,0,99
5920168142.jpg,1,0,21,78,5,105
5920736883.jpg,1,12,96,27,0,136
5920883206.jpg,0,5,68,29,0,102
5921291430.jpg,0,7,53,49,1,110
5921674068.jpg,0,1,70,33,1,105
5922077897.jpg,0,6,53,37,1,97
5922538133.jpg,2,30,65,2,0,99
5922588235.jpg,0,1,36,60,6,103
5923029266.jpg,0,2,51,57,0,110
5923067948.jpg,0,0,39,60,4,103
5924110639.jpg,0,55,71,2,0,128
5925110976.jpg,5,78,26,0,0,109
5925314446.jpg,0,2,38,53,8,101
5925658885.jpg,0,15,86,20,0,121
5926348208.jpg,0,13,55,35,0,103
5927112319.jpg,0,2,46,49,2,99
5928144781.jpg,0,1,19,81,4,105
5930701704.jpg,0,6,57,43,0,106
5930876150.jpg,0,7,70,28,0,105
5932454750.jpg,1,6,47,45,1,100
5932521378.jpg,4,70,30,2,0,106
5932591132.jpg,47,46,15,0,0,108
5932756634.jpg,0,2,58,45,0,105
5933359823.jpg,0,15,77,16,0,108
5933439918.jpg,0,19,78,8,0,105
5934416034.jpg,0,2,49,51,4,106
5935217683.jpg,0,7,56,39,0,102
5935609907.jpg,0,3,75,28,0,106
5935910099.jpg,0,3,57,37,2,99
5936087565.jpg,0,12,63,26,0,101
5936297940.jpg,0,0,45,61,1,107
5936466945.jpg,0,19,78,13,0,110
5936518143.jpg,0,2,62,45,1,110
5936667753.jpg,2,46,56,5,0,109
5937141958.jpg,0,2,67,39,0,108
5938961229.jpg,0,4,80,26,0,110
5939994525.jpg,1,44,55,2,0,102
594061158.jpg,0,0,22,77,6,105
5941719690.jpg,0,2,48,53,0,103
5941759615.jpg,5,65,33,2,0,105
5942438965.jpg,0,22,79,11,0,112
5943227958.jpg,0,1,33,67,5,106
5944469044.jpg,0,12,56,36,1,105
5945639421.jpg,1,19,61,22,2,105
5946379420.jpg,0,10,74,11,1,96
5947239727.jpg,0,3,55,39,1,98
5948128813.jpg,0,1,53,74,1,129
5948378050.jpg,0,14,62,27,0,103
5948782020.jpg,20,70,14,2,0,106
5949374499.jpg,0,0,27,74,5,106
5950051723.jpg,0,2,33,67,2,104
5950379360.jpg,0,3,40,59,8,110
5950764081.jpg,0,1,40,62,1,104
5951267818.jpg,1,2,42,60,1,106
5952909406.jpg,0,15,62,23,0,100
5952914370.jpg,0,0,8,71,21,100
5952945336.jpg,0,0,56,54,1,111
5952977231.jpg,0,2,57,44,2,105
5955759351.jpg,1,34,66,6,0,107
5955805991.jpg,0,0,27,79,2,108
5955821366.jpg,0,3,68,35,1,107
5956264742.jpg,0,10,42,53,5,110
5956532834.jpg,29,67,5,0,0,101
5956733523.jpg,0,7,68,29,1,105
5957529687.jpg,0,1,32,75,3,111
5958225311.jpg,0,1,40,70,4,115
5958527369.jpg,0,1,27,78,5,111
5958950790.jpg,7,68,32,1,0,108
5959178118.jpg,0,23,61,20,0,104
5959274849.jpg,2,33,56,18,0,109
5959668491.jpg,0,1,37,59,6,103
5960283649.jpg,0,48,56,7,0,111
5961150371.jpg,0,1,16,72,23,112
5961872098.jpg,47,50,4,0,0,101
5962747.jpg,20,73,16,0,0,109
5963098166.jpg,7,55,43,3,0,108
5963776272.jpg,7,85,11,3,0,106
5964504987.jpg,0,2,40,61,2,105
5964655534.jpg,0,28,67,8,0,103
5965102816.jpg,0,1,33,70,1,105
5965133754.jpg,1,24,62,17,0,104
5965181934.jpg,0,6,65,34,0,105
5965591233.jpg,5,48,47,5,0,105
596587243.jpg,0,5,52,48,1,106
5966496820.jpg,0,0,44,61,0,105
5966712198.jpg,0,8,70,27,0,105
5966778623.jpg,4,59,35,2,0,100
5967167167.jpg,0,4,54,47,0,105
5967293937.jpg,0,8,54,43,2,107
5968252137.jpg,0,5,61,40,0,106
5968485889.jpg,0,0,11,95,4,110
5968558261.jpg,0,1,35,67,2,105
5969471767.jpg,0,18,79,4,0,101
5970029392.jpg,0,5,59,43,0,107
5971260303.jpg,0,6,69,24,0,99
5971597371.jpg,0,1,36,69,2,108
5971762123.jpg,0,0,42,63,1,106
5973089672.jpg,0,1,29,64,7,101
5973209084.jpg,38,66,5,0,0,109
5973304617.jpg,0,7,48,55,2,112
5974147290.jpg,26,67,10,1,0,104
5974719661.jpg,25,60,23,0,0,108
5974844404.jpg,0,2,49,48,4,103
5975565227.jpg,0,29,74,9,0,112
5976052920.jpg,0,8,66,28,2,104
5976377870.jpg,0,13,75,17,0,105
5977841815.jpg,0,0,12,78,19,109
5977893194.jpg,0,17,59,31,0,107
5979005595.jpg,0,2,31,104,3,140
5979159909.jpg,0,2,52,53,0,107
5979161459.jpg,0,8,67,34,0,109
5980068668.jpg,0,1,50,52,2,105
5980262015.jpg,1,39,65,9,0,114
5982393408.jpg,0,0,11,85,11,107
5984121563.jpg,32,70,5,1,0,108
5984140443.jpg,0,5,50,51,0,106
5985353334.jpg,0,4,62,34,0,100
5986724634.jpg,0,3,57,48,2,110
5987364665.jpg,0,2,77,28,1,108
5987384542.jpg,0,0,18,66,18,102
5987658762.jpg,0,4,48,48,1,101
5990072932.jpg,0,2,76,32,0,110
5991710179.jpg,0,4,79,23,0,106
5992863973.jpg,0,0,38,63,5,106
5993545370.jpg,0,1,36,66,0,103
5993869890.jpg,0,1,17,80,7,105
5993929800.jpg,0,0,6,97,7,110
5994198578.jpg,0,2,30,70,1,103
5994370430.jpg,0,1,45,53,3,102
5995040588.jpg,0,0,9,84,7,100
5995083892.jpg,0,15,61,29,0,105
5995809590.jpg,1,30,64,8,0,103
5996266717.jpg,1,3,58,76,2,140
5996293393.jpg,0,2,41,56,1,100
5996648026.jpg,0,5,64,33,0,102
5996831643.jpg,2,65,41,0,0,108
5997968998.jpg,0,3,73,29,0,105
5998921543.jpg,10,73,27,1,0,111
5999140032.jpg,6,31,57,6,2,102
5999303076.jpg,1,40,60,2,0,103
5999450318.jpg,2,32,63,14,0,111
5999962453.jpg,0,0,11,81,8,100
6000347443.jpg,0,2,61,76,0,139
6000377344.jpg,2,34,61,11,0,108
6000772290.jpg,0,0,19,78,8,105
6000896987.jpg,0,1,53,44,2,100
6001045244.jpg,0,0,23,75,12,110
6001214984.jpg,0,4,58,43,1,106
6001258616.jpg,0,1,58,44,0,103
6001444866.jpg,9,83,17,1,0,110
6001560793.jpg,5,29,57,15,0,106
6001836316.jpg,2,45,47,9,2,105
6002391220.jpg,0,6,42,57,2,107
6002788833.jpg,0,2,59,44,1,106
6003444578.jpg,0,1,20,70,11,102
6003830397.jpg,7,71,28,0,0,106
6003925442.jpg,8,70,19,1,0,98
6004179446.jpg,1,11,59,30,0,101
6004662053.jpg,0,0,45,57,1,103
6005119430.jpg,1,12,70,16,0,99
6006544496.jpg,0,28,63,13,0,104
6007032209.jpg,19,82,11,1,0,113
6008172185.jpg,0,10,58,38,3,109
6008267730.jpg,5,72,26,1,0,104
6010335101.jpg,0,1,35,72,3,111
6011182310.jpg,13,72,23,3,0,111
6011321842.jpg,0,1,75,26,0,102
6011443641.jpg,15,69,22,0,0,106
6012494248.jpg,4,61,31,1,0,97
6013203590.jpg,6,73,28,0,0,107
6014996044.jpg,22,76,8,0,0,106
6015032576.jpg,2,38,55,9,0,104
6015497423.jpg,0,6,68,31,0,105
6015802455.jpg,0,1,27,82,1,111
6015806731.jpg,0,0,13,84,15,112
6015956857.jpg,2,18,69,10,0,99
6016351794.jpg,0,1,39,64,3,107
6016403844.jpg,0,1,12,64,30,107
6018292739.jpg,0,2,13,76,11,102
6018448805.jpg,2,47,56,0,0,105
6018954377.jpg,1,11,69,27,1,109
6019043810.jpg,0,29,65,8,0,102
6019255824.jpg,0,26,73,7,0,106
6019634729.jpg,0,2,52,45,1,100
6019945837.jpg,1,27,63,13,0,104
6021031344.jpg,0,1,42,63,1,107
6021411453.jpg,0,13,74,23,0,110
6021481506.jpg,1,70,34,2,0,107
6022378177.jpg,0,34,60,9,1,104
6022545118.jpg,2,32,54,12,0,100
6022867548.jpg,0,18,92,25,0,135
6024552297.jpg,28,65,17,1,0,111
6024842797.jpg,5,55,43,1,0,104
6025425827.jpg,0,40,56,8,0,104
6026252669.jpg,0,7,74,25,0,106
6026326925.jpg,0,1,69,39,1,110
6026481577.jpg,4,34,62,2,0,102
6027079771.jpg,9,59,40,2,0,110
6027104916.jpg,0,5,36,56,3,100
6027592169.jpg,0,22,73,10,0,105
6027700445.jpg,2,32,61,12,0,107
6028150139.jpg,12,60,29,2,0,103
6028637115.jpg,5,48,45,4,0,102
6029121560.jpg,0,1,48,58,0,107
6029275021.jpg,0,3,40,55,1,99
6030228496.jpg,0,0,21,83,3,107
6030949586.jpg,0,16,68,21,1,106
6031428768.jpg,0,0,28,69,9,106
6031659162.jpg,0,0,48,58,3,109
6031843630.jpg,0,0,37,72,4,113
6032331327.jpg,0,14,63,29,0,106
6033104227.jpg,0,1,26,72,6,105
6034206796.jpg,0,4,57,40,0,101
6034305010.jpg,23,63,20,0,0,106
6035124340.jpg,0,0,30,70,3,103
6035849303.jpg,0,3,64,44,0,111
6036947560.jpg,0,0,21,79,3,103
6037494854.jpg,0,16,72,19,0,107
6038209414.jpg,0,3,43,54,2,102
6038295974.jpg,1,31,64,11,0,107
6038701648.jpg,9,60,30,0,0,99
6039555736.jpg,0,1,22,80,4,107
6039986831.jpg,0,14,89,45,4,152
6040260022.jpg,2,59,35,7,0,103
6041797981.jpg,0,2,73,34,0,109
6042672092.jpg,0,22,64,13,0,99
6043711166.jpg,0,3,54,53,1,111
6044839741.jpg,0,3,41,61,1,106
6044933517.jpg,0,0,22,80,3,105
6045595814.jpg,0,7,49,45,1,102
6045753888.jpg,0,10,57,39,2,108
6046652289.jpg,0,0,34,64,4,102
6046933267.jpg,0,1,23,81,5,110
6047228959.jpg,1,7,50,43,1,102
6048178491.jpg,6,57,34,2,0,99
6048377722.jpg,0,2,37,58,5,102
6050570749.jpg,2,45,70,6,0,123
6051776132.jpg,0,0,24,73,10,107
6052522172.jpg,0,5,53,52,0,110
6052669253.jpg,0,4,49,48,0,101
6052980564.jpg,0,5,37,61,5,108
6052981024.jpg,0,8,44,54,1,107
6053711143.jpg,1,15,70,19,0,105
6054384333.jpg,1,13,48,39,2,103
6055173386.jpg,0,4,42,57,3,106
6056249968.jpg,0,32,65,11,1,109
6059213593.jpg,0,4,59,42,1,106
6059364561.jpg,0,2,33,63,3,101
6059439026.jpg,1,5,55,46,6,113
6059676315.jpg,0,4,47,52,5,108
6060968148.jpg,0,8,57,44,3,112
6061284714.jpg,0,1,38,62,3,104
6061619361.jpg,1,34,60,9,0,104
6062434084.jpg,0,19,75,9,0,103
6063249330.jpg,0,25,50,29,3,107
6063545051.jpg,2,31,60,11,0,104
6064738730.jpg,0,4,39,63,1,107
6065678020.jpg,0,6,44,51,4,105
6065704403.jpg,0,3,55,50,2,110
6066096952.jpg,1,11,74,23,0,109
6066179576.jpg,0,19,76,14,0,109
6066562802.jpg,0,3,45,56,1,105
6067571211.jpg,0,4,52,50,1,107
6067656779.jpg,0,0,37,68,4,109
6068598546.jpg,0,4,57,42,0,103
6068776554.jpg,0,7,62,38,0,107
6070920773.jpg,0,0,19,86,6,111
6070993297.jpg,0,13,96,17,0,126
6071037995.jpg,21,67,15,0,0,103
6071930227.jpg,29,75,4,1,0,109
6072006649.jpg,1,8,57,64,0,130
6072373526.jpg,0,0,50,54,0,104
6072752880.jpg,0,3,51,50,0,104
6073381897.jpg,0,1,36,72,1,110
6073506056.jpg,0,2,44,53,7,106
6074442813.jpg,0,3,67,36,2,108
6074911475.jpg,0,24,70,8,0,102
6075825527.jpg,0,11,63,29,1,104
6077061574.jpg,0,2,51,57,1,111
6077250722.jpg,0,4,75,27,2,108
6077930890.jpg,8,66,26,1,0,101
6078173140.jpg,1,0,35,65,4,105
6078472527.jpg,0,4,69,32,0,105
6079223986.jpg,0,3,66,39,0,108
6080237953.jpg,0,7,71,25,0,103
6080350914.jpg,0,0,27,75,5,107
6080905239.jpg,0,0,19,77,6,102
6081414146.jpg,0,12,76,19,0,107
6082438802.jpg,1,1,38,65,0,105
6084731334.jpg,1,51,45,5,0,102
6087235314.jpg,0,13,83,15,0,111
6087381283.jpg,0,6,55,45,0,106
6087844508.jpg,0,2,42,61,4,109
6088173087.jpg,0,1,54,50,0,105
6088627872.jpg,0,2,36,68,4,110
6088697532.jpg,0,16,73,19,1,109
6088929536.jpg,0,1,35,88,4,128
6090586494.jpg,0,0,47,64,0,111
6091930648.jpg,0,5,44,57,3,109
6092043977.jpg,1,3,48,52,3,107
6092350487.jpg,0,0,49,57,0,106
6092502687.jpg,1,16,89,5,0,111
6093133362.jpg,2,31,45,26,1,105
6093527262.jpg,0,1,21,72,8,102
6094279767.jpg,0,11,60,33,0,104
6095610288.jpg,4,60,37,7,0,108
6095633645.jpg,5,59,40,5,0,109
6096610009.jpg,0,2,56,49,1,108
6096713881.jpg,1,53,46,4,0,104
6098070477.jpg,0,6,58,42,0,106
6098120607.jpg,34,85,20,2,0,141
6098553690.jpg,5,42,55,6,0,108
6098945608.jpg,0,1,29,73,7,110
6098953309.jpg,0,5,65,28,1,99
6099389158.jpg,6,61,36,2,0,105
6100280225.jpg,0,15,61,23,0,99
6100334587.jpg,0,14,70,25,1,110
6102774302.jpg,0,10,74,26,0,110
6103897334.jpg,22,76,7,0,0,105
6104666546.jpg,0,5,62,51,2,120
610496828.jpg,0,0,24,70,7,101
6105670251.jpg,0,3,17,86,6,112
6106078585.jpg,0,1,62,31,1,95
6106478357.jpg,0,8,79,20,0,107
6106890458.jpg,0,8,71,28,0,107
